
Train 12467, Val 496, Test 1153
Step [5400/12467], Loss: 0.1994, Acc : 92.28
Step [5500/12467], Loss: 0.1976, Acc : 92.33
Step [5600/12467], Loss: 0.1960, Acc : 92.39
Step [5700/12467], Loss: 0.1943, Acc : 92.44
Step [5800/12467], Loss: 0.1929, Acc : 92.49
Step [5900/12467], Loss: 0.1914, Acc : 92.54
Step [6000/12467], Loss: 0.1899, Acc : 92.58
Step [6100/12467], Loss: 0.1885, Acc : 92.63
Step [6200/12467], Loss: 0.1872, Acc : 92.67
Step [6300/12467], Loss: 0.1859, Acc : 92.71
Step [6400/12467], Loss: 0.1845, Acc : 92.75
Step [6500/12467], Loss: 0.1832, Acc : 92.79
Step [6600/12467], Loss: 0.1819, Acc : 92.83
Step [6700/12467], Loss: 0.1806, Acc : 92.87
Step [6800/12467], Loss: 0.1794, Acc : 92.91
Step [6900/12467], Loss: 0.1782, Acc : 92.95
Step [7000/12467], Loss: 0.1771, Acc : 92.99
Step [7100/12467], Loss: 0.1759, Acc : 93.03
Step [7200/12467], Loss: 0.1748, Acc : 93.06
Step [7300/12467], Loss: 0.1737, Acc : 93.09
Step [7400/12467], Loss: 0.1727, Acc : 93.12
Step [7500/12467], Loss: 0.1717, Acc : 93.16
Step [7600/12467], Loss: 0.1707, Acc : 93.19
Step [7700/12467], Loss: 0.1698, Acc : 93.22
Step [7800/12467], Loss: 0.1689, Acc : 93.25
Step [7900/12467], Loss: 0.1681, Acc : 93.28
Step [8000/12467], Loss: 0.1672, Acc : 93.30
Step [8100/12467], Loss: 0.1663, Acc : 93.33
Step [8200/12467], Loss: 0.1653, Acc : 93.36
Step [8300/12467], Loss: 0.1644, Acc : 93.39
Step [8400/12467], Loss: 0.1635, Acc : 93.42
Step [8500/12467], Loss: 0.1627, Acc : 93.45
Step [8600/12467], Loss: 0.1619, Acc : 93.48
Step [8700/12467], Loss: 0.1611, Acc : 93.50
Step [8800/12467], Loss: 0.1603, Acc : 93.53
Step [8900/12467], Loss: 0.1595, Acc : 93.56
Step [9000/12467], Loss: 0.1586, Acc : 93.58
Step [9100/12467], Loss: 0.1579, Acc : 93.61
Step [9200/12467], Loss: 0.1572, Acc : 93.63
Step [9300/12467], Loss: 0.1565, Acc : 93.65
Step [9400/12467], Loss: 0.1559, Acc : 93.67
Step [9500/12467], Loss: 0.1551, Acc : 93.70
Step [9600/12467], Loss: 0.1544, Acc : 93.72
Step [9700/12467], Loss: 0.1538, Acc : 93.74
Step [9800/12467], Loss: 0.1531, Acc : 93.77
Step [9900/12467], Loss: 0.1524, Acc : 93.79
Step [10000/12467], Loss: 0.1518, Acc : 93.81
Step [10100/12467], Loss: 0.1512, Acc : 93.83
Step [10200/12467], Loss: 0.1505, Acc : 93.85
Step [10300/12467], Loss: 0.1499, Acc : 93.87
Step [10400/12467], Loss: 0.1493, Acc : 93.89
Step [10500/12467], Loss: 0.1487, Acc : 93.92
Step [10600/12467], Loss: 0.1480, Acc : 93.94
Step [10700/12467], Loss: 0.1475, Acc : 93.95
Step [10800/12467], Loss: 0.1469, Acc : 93.97
Step [10900/12467], Loss: 0.1464, Acc : 93.99
Step [11000/12467], Loss: 0.1458, Acc : 94.01
Step [11100/12467], Loss: 0.1453, Acc : 94.02
Step [11200/12467], Loss: 0.1447, Acc : 94.04
Step [11300/12467], Loss: 0.1442, Acc : 94.06
Step [11400/12467], Loss: 0.1436, Acc : 94.08
Step [11500/12467], Loss: 0.1431, Acc : 94.10
Step [11600/12467], Loss: 0.1426, Acc : 94.11
Step [11700/12467], Loss: 0.1422, Acc : 94.13
Step [11800/12467], Loss: 0.1417, Acc : 94.14
Step [11900/12467], Loss: 0.1412, Acc : 94.16
Step [12000/12467], Loss: 0.1407, Acc : 94.17
Step [12100/12467], Loss: 0.1402, Acc : 94.19
Step [12200/12467], Loss: 0.1398, Acc : 94.20
Step [12300/12467], Loss: 0.1393, Acc : 94.22
Step [12400/12467], Loss: 0.1388, Acc : 94.24
Traceback (most recent call last):
  File "train.py", line 273, in <module>
    main(config)
  File "train.py", line 193, in main
    print("Training time for {} is {}".format(epoch, (time.time - start_time)))
TypeError: unsupported operand type(s) for -: 'builtin_function_or_method' and 'float'
