Read model:  14.550519466400146
Reading:  0.22115778923034668
Reading image in loop:  35.546406507492065
predict:  0.4667186737060547
append:  4.291534423828125e-06
top_left= (0, 318)  to bottom_right= (10980, 324)
Reading:  0.21406221389770508
Reading image in loop:  36.227357387542725
predict:  0.46726036071777344
append:  4.5299530029296875e-06
top_left= (0, 324)  to bottom_right= (10980, 330)
Reading:  0.2234938144683838
Reading image in loop:  36.918286085128784
predict:  0.4692080020904541
append:  3.814697265625e-06
top_left= (0, 330)  to bottom_right= (10980, 336)
Reading:  0.21068859100341797
Reading image in loop:  37.598323583602905
predict:  0.4705686569213867
append:  3.814697265625e-06
top_left= (0, 336)  to bottom_right= (10980, 342)
Reading:  0.2112724781036377
Reading image in loop:  38.28032827377319
predict:  0.4664742946624756
append:  3.814697265625e-06
top_left= (0, 342)  to bottom_right= (10980, 348)
Reading:  0.2198629379272461
Reading image in loop:  38.96681547164917
predict:  0.46776580810546875
append:  4.0531158447265625e-06
top_left= (0, 348)  to bottom_right= (10980, 354)
Reading:  0.2199387550354004
Reading image in loop:  39.654683351516724
predict:  0.4678828716278076
append:  4.291534423828125e-06
top_left= (0, 354)  to bottom_right= (10980, 360)
Reading:  0.21198415756225586
Reading image in loop:  40.33469772338867
predict:  0.4676949977874756
append:  7.3909759521484375e-06
top_left= (0, 360)  to bottom_right= (10980, 366)
Reading:  0.21295404434204102
Reading image in loop:  41.0155463218689
predict:  0.4685053825378418
append:  4.0531158447265625e-06
top_left= (0, 366)  to bottom_right= (10980, 372)
Reading:  0.2176988124847412
Reading image in loop:  41.701894998550415
predict:  0.46747732162475586
append:  4.0531158447265625e-06
top_left= (0, 372)  to bottom_right= (10980, 378)
Reading:  0.21751832962036133
Reading image in loop:  42.387038707733154
predict:  0.4677238464355469
append:  4.5299530029296875e-06
top_left= (0, 378)  to bottom_right= (10980, 384)
Reading:  0.21523070335388184
Reading image in loop:  43.07016158103943
predict:  0.46312737464904785
append:  2.384185791015625e-06
top_left= (0, 384)  to bottom_right= (10980, 390)
Reading:  0.20913338661193848
Reading image in loop:  43.742571115493774
predict:  0.46556591987609863
append:  3.337860107421875e-06
top_left= (0, 390)  to bottom_right= (10980, 396)
Reading:  0.21149253845214844
Reading image in loop:  44.41977047920227
predict:  0.46823668479919434
append:  4.0531158447265625e-06
top_left= (0, 396)  to bottom_right= (10980, 402)
Reading:  0.2167658805847168
Reading image in loop:  45.104912519454956
predict:  0.47473859786987305
append:  6.151199340820312e-05
top_left= (0, 402)  to bottom_right= (10980, 408)
Reading:  0.21552443504333496
Reading image in loop:  45.79540419578552
predict:  0.46859002113342285
append:  3.814697265625e-06
top_left= (0, 408)  to bottom_right= (10980, 414)
Reading:  0.21943140029907227
Reading image in loop:  46.483574628829956
predict:  0.46374011039733887
append:  2.86102294921875e-06
top_left= (0, 414)  to bottom_right= (10980, 420)
Reading:  0.2101752758026123
Reading image in loop:  47.15760374069214
predict:  0.46910691261291504
append:  4.0531158447265625e-06
top_left= (0, 420)  to bottom_right= (10980, 426)
Reading:  0.21972393989562988
Reading image in loop:  47.84661102294922
predict:  0.46823811531066895
append:  8.344650268554688e-06
top_left= (0, 426)  to bottom_right= (10980, 432)
Reading:  0.21477746963500977
Reading image in loop:  48.52980160713196
predict:  0.46690869331359863
append:  4.291534423828125e-06
top_left= (0, 432)  to bottom_right= (10980, 438)
Reading:  0.21101617813110352
Reading image in loop:  49.20786380767822
predict:  0.46763086318969727
append:  2.2172927856445312e-05
top_left= (0, 438)  to bottom_right= (10980, 444)
Reading:  0.21297526359558105
Reading image in loop:  49.88864469528198
predict:  0.4664015769958496
append:  2.1457672119140625e-06
top_left= (0, 444)  to bottom_right= (10980, 450)
Reading:  0.19129633903503418
Reading image in loop:  50.546451807022095
predict:  0.47377490997314453
append:  4.0531158447265625e-06
top_left= (0, 450)  to bottom_right= (10980, 456)
Reading:  0.22026467323303223
Reading image in loop:  51.240638971328735
predict:  0.4673645496368408
append:  3.5762786865234375e-06
top_left= (0, 456)  to bottom_right= (10980, 462)
Reading:  0.2117316722869873
Reading image in loop:  51.91987681388855
predict:  0.4683408737182617
append:  7.152557373046875e-06
top_left= (0, 462)  to bottom_right= (10980, 468)
Reading:  0.2105405330657959
Reading image in loop:  52.59896397590637
predict:  0.4697091579437256
append:  4.0531158447265625e-06
top_left= (0, 468)  to bottom_right= (10980, 474)
Reading:  0.19827651977539062
Reading image in loop:  53.26708912849426
predict:  0.46616220474243164
append:  4.5299530029296875e-06
top_left= (0, 474)  to bottom_right= (10980, 480)
Reading:  0.2089390754699707
Reading image in loop:  53.9423508644104
predict:  0.4666564464569092
append:  3.814697265625e-06
top_left= (0, 480)  to bottom_right= (10980, 486)
Reading:  0.2132556438446045
Reading image in loop:  54.62241339683533
predict:  0.4670243263244629
append:  4.0531158447265625e-06
top_left= (0, 486)  to bottom_right= (10980, 492)
Reading:  0.20979714393615723
Reading image in loop:  55.29940962791443
predict:  0.46262431144714355
append:  1.9073486328125e-06
top_left= (0, 492)  to bottom_right= (10980, 498)
Reading:  0.18921542167663574
Reading image in loop:  55.95134878158569
predict:  0.46527957916259766
append:  9.298324584960938e-06
top_left= (0, 498)  to bottom_right= (10980, 504)
Reading:  0.21982431411743164
Reading image in loop:  56.636595726013184
predict:  0.46424245834350586
append:  3.0994415283203125e-06
top_left= (0, 504)  to bottom_right= (10980, 510)
Reading:  0.2026817798614502
Reading image in loop:  57.30364274978638
predict:  0.46719932556152344
append:  4.5299530029296875e-06
top_left= (0, 510)  to bottom_right= (10980, 516)
Reading:  0.19843292236328125
Reading image in loop:  57.96942400932312
predict:  0.4660830497741699
append:  4.291534423828125e-06
top_left= (0, 516)  to bottom_right= (10980, 522)
Reading:  0.20956087112426758
Reading image in loop:  58.645339012145996
predict:  0.46781492233276367
append:  8.106231689453125e-06
top_left= (0, 522)  to bottom_right= (10980, 528)
Reading:  0.21311593055725098
Reading image in loop:  59.326430320739746
predict:  0.46187400817871094
append:  4.0531158447265625e-06
top_left= (0, 528)  to bottom_right= (10980, 534)
Reading:  0.21107721328735352
Reading image in loop:  59.999526023864746
predict:  0.46862339973449707
append:  9.5367431640625e-06
top_left= (0, 534)  to bottom_right= (10980, 540)
Reading:  0.21386289596557617
Reading image in loop:  60.682156801223755
predict:  0.465731143951416
append:  4.0531158447265625e-06
top_left= (0, 540)  to bottom_right= (10980, 546)
Reading:  0.22261381149291992
Reading image in loop:  61.370810985565186
predict:  0.46661376953125
append:  3.5762786865234375e-06
top_left= (0, 546)  to bottom_right= (10980, 552)
Reading:  0.2135145664215088
Reading image in loop:  62.05108022689819
predict:  0.4736504554748535
append:  3.337860107421875e-06
top_left= (0, 552)  to bottom_right= (10980, 558)
Reading:  0.21486854553222656
Reading image in loop:  62.739742279052734
predict:  0.46271467208862305
append:  4.291534423828125e-06
top_left= (0, 558)  to bottom_right= (10980, 564)
Reading:  0.18193531036376953
Reading image in loop:  63.38451886177063
predict:  0.4667842388153076
append:  3.5762786865234375e-06
top_left= (0, 564)  to bottom_right= (10980, 570)
Reading:  0.21126794815063477
Reading image in loop:  64.06272721290588
predict:  0.4662821292877197
append:  3.814697265625e-06
top_left= (0, 570)  to bottom_right= (10980, 576)
Reading:  0.21552467346191406
Reading image in loop:  64.74470138549805
predict:  0.46738624572753906
append:  3.5762786865234375e-06
top_left= (0, 576)  to bottom_right= (10980, 582)
Reading:  0.21757030487060547
Reading image in loop:  65.42982387542725
predict:  0.4667854309082031
append:  8.821487426757812e-06
top_left= (0, 582)  to bottom_right= (10980, 588)
Reading:  0.21664834022521973
Reading image in loop:  66.1133975982666
predict:  0.47083377838134766
append:  4.291534423828125e-06
top_left= (0, 588)  to bottom_right= (10980, 594)
Reading:  0.21537184715270996
Reading image in loop:  66.79975867271423
predict:  0.46796393394470215
append:  3.814697265625e-06
top_left= (0, 594)  to bottom_right= (10980, 600)
Reading:  0.21989226341247559
Reading image in loop:  67.48775696754456
predict:  0.47449445724487305
append:  4.291534423828125e-06
top_left= (0, 600)  to bottom_right= (10980, 606)
Reading:  0.18108820915222168
Reading image in loop:  68.14352631568909
predict:  0.46450209617614746
append:  3.814697265625e-06
top_left= (0, 606)  to bottom_right= (10980, 612)
Reading:  0.18243908882141113
Reading image in loop:  68.79059052467346
predict:  0.4661240577697754
append:  3.5762786865234375e-06
top_left= (0, 612)  to bottom_right= (10980, 618)
Reading:  0.21300983428955078
Reading image in loop:  69.46986484527588
predict:  0.46713900566101074
append:  4.0531158447265625e-06
top_left= (0, 618)  to bottom_right= (10980, 624)
Reading:  0.21360445022583008
Reading image in loop:  70.15074849128723
predict:  0.4672400951385498
append:  5.555152893066406e-05
top_left= (0, 624)  to bottom_right= (10980, 630)
Reading:  0.21935486793518066
Reading image in loop:  70.83756351470947
predict:  0.4680755138397217
append:  3.814697265625e-06
top_left= (0, 630)  to bottom_right= (10980, 636)
Reading:  0.2148735523223877
Reading image in loop:  71.52065706253052
predict:  0.46638989448547363
append:  3.5762786865234375e-06
top_left= (0, 636)  to bottom_right= (10980, 642)
Reading:  0.21138858795166016
Reading image in loop:  72.19858169555664
predict:  0.4676549434661865
append:  4.5299530029296875e-05
top_left= (0, 642)  to bottom_right= (10980, 648)
Reading:  0.21240520477294922
Reading image in loop:  72.87883234024048
predict:  0.4663689136505127
append:  7.3909759521484375e-06
top_left= (0, 648)  to bottom_right= (10980, 654)
Reading:  0.21287989616394043
Reading image in loop:  73.55827021598816
predict:  0.4743194580078125
append:  4.291534423828125e-06
top_left= (0, 654)  to bottom_right= (10980, 660)
Reading:  0.21244406700134277
Reading image in loop:  74.24520611763
predict:  0.4668581485748291
append:  4.0531158447265625e-06
top_left= (0, 660)  to bottom_right= (10980, 666)
Reading:  0.22113513946533203
Reading image in loop:  74.93336749076843
predict:  0.4706902503967285
append:  3.337860107421875e-06
top_left= (0, 666)  to bottom_right= (10980, 672)
Reading:  0.2120058536529541
Reading image in loop:  75.6162006855011
predict:  0.4660451412200928
append:  3.337860107421875e-06
top_left= (0, 672)  to bottom_right= (10980, 678)
Reading:  0.21059823036193848
Reading image in loop:  76.29299712181091
predict:  0.46730899810791016
append:  4.0531158447265625e-06
top_left= (0, 678)  to bottom_right= (10980, 684)
Reading:  0.21247553825378418
Reading image in loop:  76.97292304039001
predict:  0.46685791015625
append:  4.291534423828125e-06
top_left= (0, 684)  to bottom_right= (10980, 690)
Reading:  0.21873712539672852
Reading image in loop:  77.6586582660675
predict:  0.4750235080718994
append:  6.29425048828125e-05
top_left= (0, 690)  to bottom_right= (10980, 696)
Reading:  0.21181154251098633
Reading image in loop:  78.34572124481201
predict:  0.46768808364868164
append:  4.291534423828125e-06
top_left= (0, 696)  to bottom_right= (10980, 702)
Reading:  0.21840548515319824
Reading image in loop:  79.03196692466736
predict:  0.4682028293609619
append:  3.814697265625e-06
top_left= (0, 702)  to bottom_right= (10980, 708)
Reading:  0.2143106460571289
Reading image in loop:  79.71462082862854
predict:  0.467134952545166
append:  7.3909759521484375e-06
top_left= (0, 708)  to bottom_right= (10980, 714)
Reading:  0.2123403549194336
Reading image in loop:  80.39433741569519
predict:  0.46779656410217285
append:  3.814697265625e-06
top_left= (0, 714)  to bottom_right= (10980, 720)
Reading:  0.21486592292785645
Reading image in loop:  81.07713675498962
predict:  0.4655022621154785
append:  3.5762786865234375e-06
top_left= (0, 720)  to bottom_right= (10980, 726)
Reading:  0.21397733688354492
Reading image in loop:  81.75675654411316
predict:  0.46782636642456055
append:  4.5299530029296875e-06
top_left= (0, 726)  to bottom_right= (10980, 732)
Reading:  0.2214980125427246
Reading image in loop:  82.4463119506836
predict:  0.46981263160705566
append:  4.291534423828125e-06
top_left= (0, 732)  to bottom_right= (10980, 738)
Reading:  0.2124156951904297
Reading image in loop:  83.12872099876404
predict:  0.46708035469055176
append:  4.9114227294921875e-05
top_left= (0, 738)  to bottom_right= (10980, 744)
Reading:  0.2284257411956787
Reading image in loop:  83.82443857192993
predict:  0.46553587913513184
append:  4.0531158447265625e-06
top_left= (0, 744)  to bottom_right= (10980, 750)
Reading:  0.21489381790161133
Reading image in loop:  84.50501465797424
predict:  0.46689558029174805
append:  4.291534423828125e-06
top_left= (0, 750)  to bottom_right= (10980, 756)
Reading:  0.2154393196105957
Reading image in loop:  85.18750047683716
predict:  0.46749210357666016
append:  7.62939453125e-06
top_left= (0, 756)  to bottom_right= (10980, 762)
Reading:  0.23534250259399414
Reading image in loop:  85.89058041572571
predict:  0.4677395820617676
append:  0.00010943412780761719
top_left= (0, 762)  to bottom_right= (10980, 768)
Reading:  0.21420073509216309
Reading image in loop:  86.57276010513306
predict:  0.4620184898376465
append:  2.384185791015625e-06
top_left= (0, 768)  to bottom_right= (10980, 774)
Reading:  0.2107677459716797
Reading image in loop:  87.24564170837402
predict:  0.4658632278442383
append:  3.5762786865234375e-06
top_left= (0, 774)  to bottom_right= (10980, 780)
Reading:  0.22031283378601074
Reading image in loop:  87.93196320533752
predict:  0.4683072566986084
append:  6.580352783203125e-05
top_left= (0, 780)  to bottom_right= (10980, 786)
Reading:  0.21839308738708496
Reading image in loop:  88.61889505386353
predict:  0.4629638195037842
append:  1.9073486328125e-06
top_left= (0, 786)  to bottom_right= (10980, 792)
Reading:  0.1823728084564209
Reading image in loop:  89.26434135437012
predict:  0.4662313461303711
append:  4.291534423828125e-06
top_left= (0, 792)  to bottom_right= (10980, 798)
Reading:  0.21706390380859375
Reading image in loop:  89.94777941703796
predict:  0.46775102615356445
append:  8.344650268554688e-06
top_left= (0, 798)  to bottom_right= (10980, 804)
Reading:  0.21169805526733398
Reading image in loop:  90.62741732597351
predict:  0.46790361404418945
append:  4.5299530029296875e-06
top_left= (0, 804)  to bottom_right= (10980, 810)
Reading:  0.188370943069458
Reading image in loop:  91.28383708000183
predict:  0.4700596332550049
append:  6.4373016357421875e-06
top_left= (0, 810)  to bottom_right= (10980, 816)
Reading:  0.21535396575927734
Reading image in loop:  91.96985983848572
predict:  0.4662642478942871
append:  2.86102294921875e-06
top_left= (0, 816)  to bottom_right= (10980, 822)
Reading:  0.19583702087402344
Reading image in loop:  92.63206911087036
predict:  0.4681675434112549
append:  4.5299530029296875e-06
top_left= (0, 822)  to bottom_right= (10980, 828)
Reading:  0.21397113800048828
Reading image in loop:  93.31435370445251
predict:  0.465895414352417
append:  4.5299530029296875e-06
top_left= (0, 828)  to bottom_right= (10980, 834)
Reading:  0.2149510383605957
Reading image in loop:  93.99534726142883
predict:  0.46570253372192383
append:  4.0531158447265625e-06
top_left= (0, 834)  to bottom_right= (10980, 840)
Reading:  0.21700167655944824
Reading image in loop:  94.67819333076477
predict:  0.466616153717041
append:  9.059906005859375e-06
top_left= (0, 840)  to bottom_right= (10980, 846)
Reading:  0.21926164627075195
Reading image in loop:  95.36423707008362
predict:  0.46792030334472656
append:  3.814697265625e-06
top_left= (0, 846)  to bottom_right= (10980, 852)
Reading:  0.2136521339416504
Reading image in loop:  96.04596781730652
predict:  0.4695422649383545
append:  4.0531158447265625e-06
top_left= (0, 852)  to bottom_right= (10980, 858)
Reading:  0.21685123443603516
Reading image in loop:  96.7325587272644
predict:  0.46774983406066895
append:  7.867813110351562e-06
top_left= (0, 858)  to bottom_right= (10980, 864)
Reading:  0.21494245529174805
Reading image in loop:  97.41543436050415
predict:  0.4665513038635254
append:  3.337860107421875e-06
top_left= (0, 864)  to bottom_right= (10980, 870)
Reading:  0.21455955505371094
Reading image in loop:  98.09668564796448
predict:  0.46703505516052246
append:  3.5762786865234375e-06
top_left= (0, 870)  to bottom_right= (10980, 876)
Reading:  0.21164870262145996
Reading image in loop:  98.77550864219666
predict:  0.46481776237487793
append:  4.0531158447265625e-06
top_left= (0, 876)  to bottom_right= (10980, 882)
Reading:  0.21396613121032715
Reading image in loop:  99.4544587135315
predict:  0.46872949600219727
append:  5.459785461425781e-05
top_left= (0, 882)  to bottom_right= (10980, 888)
Reading:  0.22019648551940918
Reading image in loop:  100.14356708526611
predict:  0.46616435050964355
append:  3.814697265625e-06
top_left= (0, 888)  to bottom_right= (10980, 894)
Reading:  0.22684621810913086
Reading image in loop:  100.83673977851868
predict:  0.4657936096191406
append:  6.651878356933594e-05
top_left= (0, 894)  to bottom_right= (10980, 900)
Reading:  0.21294307708740234
Reading image in loop:  101.51569628715515
predict:  0.46909451484680176
append:  7.62939453125e-06
top_left= (0, 900)  to bottom_right= (10980, 906)
Reading:  0.21097278594970703
Reading image in loop:  102.1959547996521
predict:  0.4678819179534912
append:  3.814697265625e-06
top_left= (0, 906)  to bottom_right= (10980, 912)
Reading:  0.21454453468322754
Reading image in loop:  102.87851762771606
predict:  0.4668130874633789
append:  4.0531158447265625e-06
top_left= (0, 912)  to bottom_right= (10980, 918)
Reading:  0.21229982376098633
Reading image in loop:  103.55778861045837
predict:  0.4673588275909424
append:  3.814697265625e-06
top_left= (0, 918)  to bottom_right= (10980, 924)
Reading:  0.21294808387756348
Reading image in loop:  104.2382321357727
predict:  0.46360087394714355
append:  2.1457672119140625e-06
top_left= (0, 924)  to bottom_right= (10980, 930)
Reading:  0.1787116527557373
Reading image in loop:  104.88064980506897
predict:  0.4661715030670166
append:  9.059906005859375e-06
top_left= (0, 930)  to bottom_right= (10980, 936)
Reading:  0.21712827682495117
Reading image in loop:  105.56409239768982
predict:  0.46794843673706055
append:  3.814697265625e-06
top_left= (0, 936)  to bottom_right= (10980, 942)
Reading:  0.21101975440979004
Reading image in loop:  106.24319624900818
predict:  0.4667222499847412
append:  4.5299530029296875e-06
top_left= (0, 942)  to bottom_right= (10980, 948)
Reading:  0.2236475944519043
Reading image in loop:  106.93375277519226
predict:  0.4672229290008545
append:  8.106231689453125e-06
top_left= (0, 948)  to bottom_right= (10980, 954)
Reading:  0.22171473503112793
Reading image in loop:  107.62288856506348
predict:  0.6692149639129639
append:  3.5762786865234375e-06
top_left= (0, 954)  to bottom_right= (10980, 960)
Reading:  0.2216355800628662
Reading image in loop:  108.51392149925232
predict:  0.6684319972991943
append:  4.5299530029296875e-06
top_left= (0, 960)  to bottom_right= (10980, 966)
Reading:  0.2245481014251709
Reading image in loop:  109.40708088874817
predict:  0.668698787689209
append:  4.0531158447265625e-06
top_left= (0, 966)  to bottom_right= (10980, 972)
Reading:  0.22280216217041016
Reading image in loop:  110.29872465133667
predict:  0.669842004776001
append:  4.291534423828125e-06
top_left= (0, 972)  to bottom_right= (10980, 978)
Reading:  0.2273721694946289
Reading image in loop:  111.19608759880066
predict:  0.6688990592956543
append:  3.814697265625e-06
top_left= (0, 978)  to bottom_right= (10980, 984)
Reading:  0.23688769340515137
Reading image in loop:  112.10204815864563
predict:  0.6681442260742188
append:  9.298324584960938e-06
top_left= (0, 984)  to bottom_right= (10980, 990)
Reading:  0.2233724594116211
Reading image in loop:  112.99373197555542
predict:  0.6686363220214844
append:  4.0531158447265625e-06
top_left= (0, 990)  to bottom_right= (10980, 1000)
Reading:  0.3492438793182373
Reading image in loop:  114.01179718971252
